Start Date,01/01/2010,,,,,
End Date,01/01/2023,,,,,
,,,,,,
,LME COPPER    3MO ($),LME ALUMINUM  3MO ($),LME ZINC      3MO ($),LME LEAD      3MO ($),LME TIN       3MO ($),Generic 1st 'CL' Future
,LMCADS03 Comdty,LMAHDS03 Comdty,LMZSDS03 Comdty,LMPBDS03 Comdty,LMSNDS03 Comdty,CL1 Comdty
,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price,Settlement Price
Dates,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE,PX_SETTLE
29/12/2011,7425,1991.5,1832,1999,18800,99.65
30/12/2011,7600,2020,1845,2035,19200,98.83
02/01/2012,7600,2020,1845,2035,19200,98.83
03/01/2012,7790,2077,1878,2100,19995,102.96
04/01/2012,7540,2065,1869,2060,19605,103.22
05/01/2012,7540,2036,1833,2005,19850,101.81
06/01/2012,7580,2069,1853,1959,19850,101.56
09/01/2012,7496,2108,1879,1965.5,19800,101.31
10/01/2012,7740,2164,1930,1989,20275,102.24
11/01/2012,7780,2165,1936,1990,20475,100.87
12/01/2012,8005,2163,1967,2032,21070,99.1
13/01/2012,8000,2145,1960,2011.5,21100,98.7
16/01/2012,8089,2163,1961,2031,20855,98.7
17/01/2012,8200,2228,2001,2108,21725,100.71
18/01/2012,8239,2205,2002,2139,21780,100.59
19/01/2012,8365,2232,2030,2183,21875,100.39
20/01/2012,8220,2217,2013,2184,21850,98.46
23/01/2012,8365,2238.5,2060,2245,22150,99.58
24/01/2012,8355,2239,2125,2250,22190,98.95
25/01/2012,8384,2252,2175,2282,22450,99.4
26/01/2012,8590,2277,2205,2325,24005,99.7
27/01/2012,8525,2266,2150,2295,24400,99.56
30/01/2012,8429,2279,2125,2264,23975,98.78
31/01/2012,8320,2238,2106,2213,24345,98.48
01/02/2012,8440,2265,2131,2235,24155,97.61
02/02/2012,8345,2195,2086.75,2164,24150,96.36
03/02/2012,8565,2247,2155,2225,24400,97.84
06/02/2012,8500,2223,2130.5,2181,24500,96.91
07/02/2012,8481,2255,2120,2186,25500,98.41
08/02/2012,8580,2251.5,2115,2181,25400,98.71
09/02/2012,8740.25,2289,2160,2222,25400,99.84
10/02/2012,8481,2244,2078,2136,25045,98.67
13/02/2012,8425,2210,2075,2115,25000,100.91
14/02/2012,8415,2215,2032.5,2074.5,24350,100.74
15/02/2012,8370,2200,2011,2062,24595,101.8
16/02/2012,8300,2160,1978,2015,24005,102.31
17/02/2012,8175,2164,1945,2045,23465,103.24
20/02/2012,8235.5,2179,1982,2051,23505,103.24
21/02/2012,8449,2255,2028,2117,24190,105.84
22/02/2012,8435,2281,2067,2148.5,24050,106.28
23/02/2012,8390,2274,2048,2165,24195,107.83
24/02/2012,8530.5,2327,2080,2208,23850,109.77
27/02/2012,8510,2331,2098,2247,23705,108.56
28/02/2012,8600,2325,2123,2256,24055,106.55
29/02/2012,8499,2328,2112,2160.5,23625,107.07
01/03/2012,8629,2353,2105,2163,23775,108.84
02/03/2012,8580,2328,2120,2183,23725,106.7
05/03/2012,8505,2288,2087,2147,23025,106.72
06/03/2012,8289.5,2235.5,2012,2068,22310,104.7
07/03/2012,8295,2209,2014.5,2090,22250,106.16
08/03/2012,8330,2206,2049,2124,22775,106.58
09/03/2012,8500,2240,2070,2120,23250,107.4
12/03/2012,8445,2229,2091,2138,23475,106.34
13/03/2012,8558,2258.5,2110,2154,24250,106.71
14/03/2012,8465,2229,2074.5,2102,23800,105.43
15/03/2012,8565,2250,2092,2122,23700,105.11
16/03/2012,8510,2258,2078,2108,23325,107.06
19/03/2012,8570,2275,2078,2105,23595,108.09
20/03/2012,8430,2245,2035,2014,23420,105.61
21/03/2012,8455,2209,2020,2044,23000,107.27
22/03/2012,8290,2167,1985,1983,22110,105.35
23/03/2012,8380,2174,2005,1995,22225,106.87
26/03/2012,8535,2186,2020,2001,22455,107.03
27/03/2012,8535,2196,2035,1986,22575,107.33
28/03/2012,8349,2169,2000,1989,22425,105.41
29/03/2012,8350,2134,2005,1995,22700,102.78
30/03/2012,8445,2126,2000,2042,22800,103.02
02/04/2012,8641,2130,2007,2062,23250,105.23
03/04/2012,8615,2125,2022,2070,23025,104.01
04/04/2012,8350,2093,1982,2012.5,22695,101.47
05/04/2012,8361,2109,2003,2059.5,23175,103.31
06/04/2012,8361,2109,2003,2059.5,23175,103.31
09/04/2012,8361,2109,2003,2059.5,23175,102.46
10/04/2012,8030,2065,1990,2018,22750,101.02
11/04/2012,8040,2099,1995,2053,22425,102.7
12/04/2012,8220,2104,2040,2099,22655,103.64
13/04/2012,7990,2070,1984,2065,22205,102.83
16/04/2012,7984.5,2065,1996.5,2078,21400,102.93
17/04/2012,8050,2077,1992,2074,21600,104.2
18/04/2012,8050,2059,1992,2045,21000,102.67
19/04/2012,8050,2074,2000,2082,21375,102.27
20/04/2012,8192.5,2082,2026,2125.5,21505,103.05
23/04/2012,8045,2059,1987,2070,21245,103.11
24/04/2012,8150,2082,2001,2072,21675,103.55
25/04/2012,8205,2071,2005.5,2091,21925,104.12
26/04/2012,8320,2086,2037,2122,22310,104.55
27/04/2012,8415,2108,2040.5,2140,22500,104.93
30/04/2012,8400,2119,2062.5,2148,22775,104.87
01/05/2012,8440,2123,2053,2180,22550,106.16
02/05/2012,8305,2098,2020,2132,22351,105.22
03/05/2012,8229,2090,1983.5,2090.5,21805,102.54
04/05/2012,8175,2066.5,1995,2105,21455,98.49
07/05/2012,8175,2066.5,1995,2105,21455,97.94
08/05/2012,8095,2057,1975,2090,21500,97.01
09/05/2012,8054,2049,1943,2073,20605,96.81
10/05/2012,8105,2045.5,1969,2100,20425,97.08
11/05/2012,8013,2045,1948,2072,20500,96.13
14/05/2012,7840,2025,1920,2036,20050,94.78
15/05/2012,7765,2025,1934,2008,19810,93.98
16/05/2012,7650,2035,1898,1971,19675,92.81
17/05/2012,7649,2054,1900,1926.5,19200,92.56
18/05/2012,7650,2068,1894,1966,19645,91.48
21/05/2012,7731,2047,1905.5,1941,19250,92.57
22/05/2012,7739,2029,1912,1965,19705,91.66
23/05/2012,7531,2009,1879,1929,19525,89.9
24/05/2012,7610,2015,1886,1959,19970,90.66
25/05/2012,7639,2013.5,1908.5,1950,19760,90.86
28/05/2012,7685,2022,1910,1941.5,19795,90.86
29/05/2012,7670,2017,1915,1946,20200,90.76
30/05/2012,7477.5,2007,1893.5,1922,19770,87.82
31/05/2012,7425,1994,1870.5,1921,19600,86.53
01/06/2012,7361,1972.5,1890,1900,19395,83.23
04/06/2012,7361,1972.5,1890,1900,19395,83.98
05/06/2012,7361,1972.5,1890,1900,19395,84.29
06/06/2012,7410,1979,1878,1908,19600,85.02
07/06/2012,7495,1993,1909,1917,19950,84.82
08/06/2012,7295,1985,1868,1902,19700,84.1
11/06/2012,7420,1972.5,1890,1914,19500,82.7
12/06/2012,7395,1968,1880,1895.5,19700,83.32
13/06/2012,7390,1964,1882,1900,19450,82.62
14/06/2012,7420,1954,1892,1920,19625,83.91
15/06/2012,7510.5,1933,1904,1923,19700,84.03
18/06/2012,7510,1929,1880,1895.5,19500,83.27
19/06/2012,7609,1926,1899.5,1912.5,19530,84.03
20/06/2012,7545,1905,1867,1882,19200,81.8
21/06/2012,7341,1870,1824,1828,18800,78.2
22/06/2012,7310,1862,1800,1816,18675,79.76
25/06/2012,7335.5,1865,1805,1788,18525,79.21
26/06/2012,7359,1845,1776,1768,18560,79.36
27/06/2012,7405,1876,1756,1759,18700,80.21
28/06/2012,7385,1845,1794,1777,18500,77.69
29/06/2012,7685,1911,1877,1861,18775,84.96
02/07/2012,7625,1909,1872,1879,18900,83.75
03/07/2012,7819,1982,1906,1939,19250,87.66
04/07/2012,7725,1956,1898,1906,19150,87.66
05/07/2012,7695,1943,1854,1887,18900,87.22
06/07/2012,7531,1896,1844,1860,18500,84.45
09/07/2012,7560,1925,1854,1877,18800,85.99
10/07/2012,7490,1912,1830,1874,18775,83.91
11/07/2012,7540,1901,1852,1868,18850,85.81
12/07/2012,7555,1882,1843,1856,18500,86.08
13/07/2012,7700,1910,1874,1880,18780,87.1
16/07/2012,7691,1917.5,1890,1900,18750,88.43
17/07/2012,7595,1904,1865,1894,18895,89.22
18/07/2012,7637,1909,1868,1910,18800,89.87
19/07/2012,7730,1944,1886.5,1929.5,19095,92.66
20/07/2012,7545,1892,1839.5,1901,18930,91.44
23/07/2012,7401,1878,1814,1860,18350,88.14
24/07/2012,7417,1869,1797,1860,17530,88.5
25/07/2012,7446,1870,1801,1855,17345,88.97
26/07/2012,7470,1878,1816,1885,17750,89.39
27/07/2012,7565,1895,1859,1924,18115,90.13
30/07/2012,7545,1900,1862.5,1951,18270,89.78
31/07/2012,7560,1889,1842,1920,18100,88.06
01/08/2012,7425,1861,1822,1884,17800,88.91
02/08/2012,7330,1840,1812,1854,17425,87.13
03/08/2012,7445,1860,1840,1895,17900,91.4
06/08/2012,7495,1879,1849,1890,17850,92.2
07/08/2012,7580,1909.5,1873,1909,18270,93.67
08/08/2012,7550,1915,1869.5,1911,18200,93.35
09/08/2012,7534,1900,1860,1921,17900,93.36
10/08/2012,7490,1881,1835,1892,17875,92.87
13/08/2012,7395,1857,1819,1857,17700,92.73
14/08/2012,7416,1856,1819,1855,18275,93.43
15/08/2012,7385.5,1836,1802,1823,18025,94.33
16/08/2012,7449,1842,1785,1847,18100,95.6
17/08/2012,7539,1858,1797,1895,18495,96.01
20/08/2012,7456.5,1837,1796,1909,18505,95.97
21/08/2012,7610,1867,1810,1914,18950,96.68
22/08/2012,7605,1875,1835,1918,19500,97.26
23/08/2012,7684.5,1904.5,1862,1952,19900,96.27
24/08/2012,7640,1918,1879,1971,20900,96.15
27/08/2012,7640,1918,1879,1971,20900,95.47
28/08/2012,7607.5,1916,1872,1975,20700,96.33
29/08/2012,7575,1893,1856,1976,19620,95.49
30/08/2012,7567.5,1877,1834,1944,19600,94.62
31/08/2012,7615,1902,1841,1965,19400,96.47
03/09/2012,7679,1927,1874,1999,19795,96.47
04/09/2012,7635,1945,1877,1995,19625,95.3
05/09/2012,7735.5,1972,1890,2029,19700,95.36
06/09/2012,7701,1975,1909,2049,19725,95.53
07/09/2012,7970,2023,1970,2095,19975,96.42
10/09/2012,8068,2060,2015,2120,20600,96.54
11/09/2012,8090,2080,2017,2128.5,20680,97.17
12/09/2012,8096,2086,2018,2125,20795,97.01
13/09/2012,8075,2102,2036,2157.5,20350,98.31
14/09/2012,8380,2200,2116,2265,21675,99
17/09/2012,8290,2167,2089,2258,21595,96.62
18/09/2012,8319,2160,2108,2274,21595,95.29
19/09/2012,8350,2140,2123.5,2271,21380,91.98
20/09/2012,8270,2110,2110,2265,20550,91.87
21/09/2012,8281.5,2116,2115.5,2288,20750,92.89
24/09/2012,8183,2080,2103,2267,20650,91.93
25/09/2012,8275,2105,2136,2320,21450,91.37
26/09/2012,8120,2072,2071,2264,20800,89.98
27/09/2012,8175,2108,2084,2270,21195,91.85
28/09/2012,8205,2112,2096,2280,21800,92.19
01/10/2012,8299.5,2126,2109,2292,21850,92.48
02/10/2012,8325.5,2107,2098,2300,22290,91.89
03/10/2012,8290,2102.5,2085,2306,22125,88.14
04/10/2012,8300,2120,2065,2290,22500,91.71
05/10/2012,8295,2110,2075,2288,22400,89.88
08/10/2012,8185,2082.5,2034,2260,22100,89.33
09/10/2012,8145,2054,2007,2251.5,21825,92.39
10/10/2012,8165,2008,1974,2197,21825,91.25
11/10/2012,8239.5,2016,1967,2184,21900,92.07
12/10/2012,8130,1994,1935,2131,21315,91.86
15/10/2012,8094.5,1963,1914.5,2106,21095,91.85
16/10/2012,8125,1957,1897.5,2113.5,21500,92.09
17/10/2012,8220,1989,1921,2159,21570,92.12
18/10/2012,8220,2015,1921,2157,21775,92.1
19/10/2012,8015,1970,1885,2115,21275,90.05
22/10/2012,7953,1960,1856,2067,20470,88.73
23/10/2012,7831,1947,1847,2023,20255,86.67
24/10/2012,7817,1938.5,1855,2007.5,20275,85.73
25/10/2012,7815,1938,1836,2005,20400,86.05
26/10/2012,7820,1922,1834,2015,19800,86.28
29/10/2012,7699,1897,1825,2007,19555,85.54
30/10/2012,7720,1910,1855,2042,19765,85.68
31/10/2012,7759.5,1906,1870,2063,19925,86.24
01/11/2012,7826,1940,1889,2126.5,20375,87.09
02/11/2012,7665,1925,1874,2095,20160,84.86
05/11/2012,7650,1906,1868,2126.5,20100,85.65
06/11/2012,7700,1920,1899.5,2165,20625,88.71
07/11/2012,7605,1923,1896,2176,20320,84.44
08/11/2012,7630,1925,1929,2208,20550,85.09
09/11/2012,7570,1921,1892,2149,20300,86.07
12/11/2012,7638,1968,1932,2156.5,20375,85.57
13/11/2012,7680,1985,1935,2151,20400,85.38
14/11/2012,7640,1970,1950,2182,20475,86.32
15/11/2012,7639.5,1964,1955,2199,20500,85.45
16/11/2012,7605,1951,1920,2150,20400,86.67
19/11/2012,7804,1977,1945.5,2191,20800,89.28
20/11/2012,7783,1964,1940,2170,20800,86.75
21/11/2012,7692,1931,1917,2150,20425,87.38
22/11/2012,7715,1944.5,1924,2165,20465,87.38
23/11/2012,7777,1983,1961,2196,20850,88.28
26/11/2012,7780,2000,1982,2183,20825,87.74
27/11/2012,7807,2009,1993,2213,21200,87.18
28/11/2012,7767.5,2000,1987,2188,21425,86.49
29/11/2012,7899.5,2064,2028.5,2221,21870,88.07
30/11/2012,7995,2094,2046,2250,21845,88.91
03/12/2012,8005,2120,2041,2256,21855,89.09
04/12/2012,8032,2094,2022,2231.5,21825,88.5
05/12/2012,8075,2105,2026,2239,21745,87.88
06/12/2012,8000,2090,2025,2214.5,21900,86.26
07/12/2012,8035,2094,2028,2215,21775,85.93
10/12/2012,8135,2132,2084,2300,23095,85.56
11/12/2012,8100,2116,2080,2298,22975,85.79
12/12/2012,8130,2140,2095,2321.5,23135,86.77
13/12/2012,8074,2126,2074,2303,22975,85.89
14/12/2012,8065,2122,2090,2294,23150,86.73
17/12/2012,8063,2108,2091,2300,23300,87.2
18/12/2012,8024,2100,2090,2320,23525,87.93
19/12/2012,7926,2085,2089,2337,23500,89.51
20/12/2012,7770,2061,2071,2325,23330,90.13
21/12/2012,7831,2083,2082,2306,23225,88.66
24/12/2012,7810,2075,2068,2323,23295,88.61
25/12/2012,7810,2075,2068,2323,23295,88.61
26/12/2012,7810,2075,2068,2323,23295,90.98
27/12/2012,7915,2080,2103,2336,23400,90.87
28/12/2012,7887,2063,2052.5,2335,23325,90.8
31/12/2012,7931,2073,2080,2330,23400,91.82
01/01/2013,7931,2073,2080,2330,23400,91.82
02/01/2013,8209,2161,2140,2431,24445,93.12
03/01/2013,8164,2116,2088,2400,23980,92.92
04/01/2013,8085,2060,2040,2335.5,23800,93.09
07/01/2013,8071,2065,2021,2305,24075,93.19
08/01/2013,8080,2067,2020,2328.5,24150,93.15
09/01/2013,8080,2075,2016.5,2315,24645,93.1
10/01/2013,8115,2113.5,2039,2333.5,24650,93.82
11/01/2013,8045,2097.5,2014.5,2307,24905,93.56
14/01/2013,8000,2052,1996,2297,24750,94.14
15/01/2013,7994,2052,1995,2292,24880,93.28
16/01/2013,7946,2045,1980,2266,24995,94.24
17/01/2013,8058,2048.5,2010,2285,24995,95.49
18/01/2013,8061,2042,2034,2301,25025,95.56
21/01/2013,8055,2040.5,2032,2300.5,25000,95.56
22/01/2013,8133,2075.5,2055,2325,24610,96.24
23/01/2013,8103,2076,2085,2370,24475,95.23
24/01/2013,8095.5,2076,2089,2403,24650,95.95
25/01/2013,8030,2046,2080,2355,24700,95.88
28/01/2013,8050,2046,2081,2378,24400,96.44
29/01/2013,8103,2060,2095,2405,24600,97.57
30/01/2013,8226,2104,2155,2439,24900,97.94
31/01/2013,8165,2091,2145,2431,24770,97.49
01/02/2013,8290,2125,2176,2451,24900,97.77
04/02/2013,8305,2112,2185,2451,24900,96.17
05/02/2013,8270,2112.5,2176.5,2460,24930,96.64
06/02/2013,8245,2099,2168,2422,24850,96.62
07/02/2013,8200,2099,2163,2410,24680,95.83
08/02/2013,8294,2119,2205,2421,24850,95.72
11/02/2013,8199,2103,2191,2388.5,24850,97.03
12/02/2013,8236,2120,2210,2414,24875,97.51
13/02/2013,8226,2142,2195,2402,24900,97.01
14/02/2013,8240,2157,2189,2406.5,24825,97.31
15/02/2013,8206,2168,2175,2435,24800,95.86
18/02/2013,8119,2117,2155,2390.5,24300,95.86
19/02/2013,8050,2111,2155,2375,23915,96.66
20/02/2013,7960,2103,2133,2350,23725,94.46
21/02/2013,7861,2074.75,2112,2326,23100,92.84
22/02/2013,7801,2048,2088,2304,23105,93.13
25/02/2013,7836,2037,2089,2294,23150,93.11
26/02/2013,7858.5,2023,2099,2297,23295,92.63
27/02/2013,7870,2020,2079,2304,23475,92.76
28/02/2013,7815,2005,2065,2281.5,23400,92.05
01/03/2013,7703,1975,2020,2244,23155,90.68
04/03/2013,7725,1973,2002,2216,23370,90.12
05/03/2013,7772,1977,2012,2224.5,23450,90.82
06/03/2013,7690,1954,1978,2190,23475,90.43
07/03/2013,7765,1979,1990,2210,23655,91.56
08/03/2013,7740.5,1965,1975,2212.5,23795,91.95
11/03/2013,7758,1951.5,1963.5,2196,23700,92.06
12/03/2013,7830,1981.5,1986,2234,23875,92.54
13/03/2013,7787.5,1966,1982,2250.5,23950,92.52
14/03/2013,7800,1979,1976,2249,23925,93.03
15/03/2013,7752,1964,1954,2222,23850,93.45
18/03/2013,7575,1936,1919,2185,23100,93.74
19/03/2013,7530,1936.5,1923,2170,22845,92.16
20/03/2013,7620,1939,1931,2188,22600,92.96
21/03/2013,7582.5,1928,1934,2172.5,22595,92.45
22/03/2013,7655,1947,1952,2189.5,22950,93.71
25/03/2013,7620,1929,1944,2181,23195,94.81
26/03/2013,7625,1910,1905,2130.5,23150,96.34
27/03/2013,7606,1916,1909,2118,23000,96.58
28/03/2013,7540,1904,1897,2112,23230,97.23
29/03/2013,7540,1904,1897,2112,23230,97.23
01/04/2013,7540,1904,1897,2112,23230,97.07
02/04/2013,7465,1884,1854,2050,23000,97.19
03/04/2013,7388,1872,1858,2050,22700,94.45
04/04/2013,7441,1885,1890,2074.5,22765,93.26
05/04/2013,7407,1886.5,1884,2045,22895,92.7
08/04/2013,7450,1890,1892,2058,22925,93.36
09/04/2013,7630,1919,1920.5,2090,22970,94.2
10/04/2013,7575,1910,1910,2090,22875,94.64
11/04/2013,7610,1898,1914,2084,22850,93.51
12/04/2013,7406.5,1853.5,1875,2049,22005,91.29
15/04/2013,7202,1866,1868,2034,21050,88.71
16/04/2013,7300,1914,1896,2065.5,21120,88.72
17/04/2013,7080,1895,1877,2022,20475,86.68
18/04/2013,7088,1911.5,1888.5,2013.5,20751,87.73
19/04/2013,6990,1887,1886.5,2020,20750,88.01
22/04/2013,6935,1893,1882,2010,20795,88.76
23/04/2013,6870,1896,1879,2015,20550,89.18
24/04/2013,7030,1911,1919,2045,20900,91.43
25/04/2013,7180,1941,1936,2076.5,21125,93.64
26/04/2013,7030,1878,1897,2037,20775,93
29/04/2013,7153.5,1899,1907,2044,20900,94.5
30/04/2013,7055,1870,1868,2027,20370,93.46
01/05/2013,6795,1824,1840,1979,19975,91.03
02/05/2013,6848,1811,1819,1941,19675,93.99
03/05/2013,7270,1882,1885,2038,20475,95.61
06/05/2013,7270,1882,1885,2038,20475,96.16
07/05/2013,7265,1882,1872.5,2027,20200,95.62
08/05/2013,7419,1908,1895,2064,20745,96.62
09/05/2013,7354,1890,1872,2015.5,20725,96.39
10/05/2013,7375,1870,1859,1994,20825,96.04
13/05/2013,7415,1867,1863,2008,20900,95.17
14/05/2013,7245,1857,1847,1979,20995,94.21
15/05/2013,7198,1839.5,1823,1969,20755,94.3
16/05/2013,7280,1852,1832.5,1993.5,20955,95.16
17/05/2013,7305,1849,1840,2014,20975,96.02
20/05/2013,7399,1860.5,1854,2040,21355,96.71
21/05/2013,7370,1861,1851,2039,21270,96.16
22/05/2013,7475,1883,1880,2057,21470,94.28
23/05/2013,7300,1850,1856,2044,21000,94.25
24/05/2013,7299,1840,1855.5,2069,21050,94.15
27/05/2013,7299,1840,1855.5,2069,21050,94.15
28/05/2013,7323,1852.5,1871,2119.5,21120,95.01
29/05/2013,7265,1863,1884,2126,21050,93.13
30/05/2013,7317,1907,1915,2172,21100,93.61
31/05/2013,7309,1906,1927,2201,20900,91.97
03/06/2013,7340,1925,1951,2224,21250,93.45
04/06/2013,7455,1946,1962,2235.5,21025,93.31
05/06/2013,7455,1972,1963,2245.5,21150,93.74
06/06/2013,7335,1963,1933,2201,20855,94.76
07/06/2013,7230,1940,1903.5,2164,21050,96.03
10/06/2013,7162,1923,1889,2163,20925,95.77
11/06/2013,7065,1887,1852.5,2118,20525,95.38
12/06/2013,7120,1864,1865,2118,20400,95.88
13/06/2013,7050,1857,1840,2085.5,20350,96.69
14/06/2013,7090,1851,1860,2109,20395,97.85
17/06/2013,7083,1844,1858,2108,20400,97.77
18/06/2013,7005,1841,1858,2091.5,20075,98.44
19/06/2013,6960,1830,1860,2066,20100,98.24
20/06/2013,6773,1797.5,1830,2018,19500,95.4
21/06/2013,6818,1793,1841.5,2023,20010,93.69
24/06/2013,6670,1771.5,1824,1995,19575,95.18
25/06/2013,6795,1784,1848.5,2055,19825,95.32
26/06/2013,6735,1771,1838,2031,19700,95.5
27/06/2013,6750,1765,1851,2052,19775,97.05
28/06/2013,6750,1773,1853,2051,19675,96.56
01/07/2013,6979,1827.5,1891,2087.5,19970,97.99
02/07/2013,6910,1832.5,1893,2078.5,20225,99.6
03/07/2013,6993,1807,1860,2078,20055,101.24
04/07/2013,6950,1812,1860,2074,20000,101.24
05/07/2013,6789,1768,1841,2030,18850,103.22
08/07/2013,6830,1803,1880,2071,19450,103.14
09/07/2013,6730,1790,1869,2037,19305,103.53
10/07/2013,6825,1818,1898,2072,19550,106.52
11/07/2013,7000,1835,1900,2080,19450,104.91
12/07/2013,6954,1839.25,1903,2072,19500,105.95
15/07/2013,6917,1804.5,1892,2055,19390,106.32
16/07/2013,6998,1815,1888,2075,19455,106
17/07/2013,6890,1803.5,1854,2030,19525,106.48
18/07/2013,6905,1805,1857,2036.5,19545,108.04
19/07/2013,6915,1825,1864,2033,19400,108.05
22/07/2013,7029,1848,1877,2053.5,19450,106.91
23/07/2013,7039,1845.5,1887.5,2055.5,19455,107.23
24/07/2013,7055,1851,1885,2065,19505,105.39
25/07/2013,7015,1823.5,1877.5,2071,19375,105.49
26/07/2013,6862,1794.5,1855,2050,19470,104.7
29/07/2013,6878,1795,1846,2065,19925,104.55
30/07/2013,6735,1776,1836,2030,19775,103.08
31/07/2013,6880,1804,1843,2070,20400,105.03
01/08/2013,6999,1812,1854.5,2106,20920,107.89
02/08/2013,7005,1809,1865,2121,21125,106.94
05/08/2013,6990,1800,1870,2122,21225,106.56
06/08/2013,7005,1788.5,1858,2110.5,21250,105.3
07/08/2013,7006,1797,1848,2105,21270,104.37
08/08/2013,7185,1840,1895,2139,21700,103.4
09/08/2013,7275,1871,1944,2180,22075,105.97
12/08/2013,7251,1885,1946,2196,22100,106.11
13/08/2013,7275,1881,1945,2180,21805,106.83
14/08/2013,7318,1892.5,1955,2209,21950,106.85
15/08/2013,7309,1908,1959.5,2211,21585,107.33
16/08/2013,7400,1945,2002.5,2249.5,21950,107.46
19/08/2013,7306,1915,1988.5,2250,21855,107.1
20/08/2013,7320,1914.5,1989,2247.5,21995,104.96
21/08/2013,7240,1897,1968,2213,21750,103.85
22/08/2013,7320,1884,1974,2209,21900,105.03
23/08/2013,7360,1893,1986.5,2212,21750,106.42
26/08/2013,7360,1893,1986.5,2212,21750,105.92
27/08/2013,7315,1886.5,1983,2224,21825,109.01
28/08/2013,7290,1864.5,1958,2212.5,21650,110.1
29/08/2013,7153,1835,1935,2195,21400,108.8
30/08/2013,7100,1813.5,1905,2152,21225,107.65
02/09/2013,7238,1829,1907,2175,21225,107.65
03/09/2013,7245,1822,1908,2155,21575,108.54
04/09/2013,7124,1789.5,1874,2142,21875,107.23
05/09/2013,7108,1798,1869.5,2124,22050,108.37
06/09/2013,7160,1824,1894,2151,22940,110.53
09/09/2013,7196,1806,1887,2149,22925,109.52
10/09/2013,7170,1797,1876,2135,22825,107.39
11/09/2013,7170,1803,1875,2125,22800,107.56
12/09/2013,7060,1812,1878,2120,22360,108.6
13/09/2013,7041,1790,1869,2071,22850,108.21
16/09/2013,7085,1782,1867,2053.5,22875,106.59
17/09/2013,7075,1777.5,1860.5,2042,22945,105.42
18/09/2013,7184,1785,1870,2071,22995,108.07
19/09/2013,7335,1829,1906,2126,23290,106.39
20/09/2013,7280,1800,1871.5,2084,23045,104.67
23/09/2013,7245,1817.5,1895,2081,22975,103.59
24/09/2013,7147,1796,1875,2068,22900,103.13
25/09/2013,7197.5,1804,1886,2076,23175,102.66
26/09/2013,7251,1822,1898,2097,23225,103.03
27/09/2013,7300,1840,1907,2100,23350,102.87
30/09/2013,7302,1845,1918,2117,23300,102.33
01/10/2013,7199,1827,1878,2065,23050,102.04
02/10/2013,7279,1838,1890,2075,22825,104.1
03/10/2013,7185,1827,1868,2060,22750,103.31
04/10/2013,7260,1844,1872.5,2045,24000,103.84
07/10/2013,7245,1855,1876,2062,23675,103.03
08/10/2013,7239.5,1865,1885,2093,23600,103.49
09/10/2013,7099.5,1858,1887,2075,23425,101.61
10/10/2013,7145,1881,1895,2075,23360,103.01
11/10/2013,7200,1881.5,1917,2102,23450,102.02
14/10/2013,7255,1870,1928.5,2131,23325,102.41
15/10/2013,7240,1854,1929,2143,23075,101.21
16/10/2013,7260,1856,1927.5,2164.5,23005,102.29
17/10/2013,7230,1850,1932,2176,22735,100.67
18/10/2013,7245,1847,1934,2175.5,22700,100.81
21/10/2013,7244,1850,1940,2190,22800,99.22
22/10/2013,7332,1879,1962,2205,23225,97.8
23/10/2013,7171,1844,1932,2172.5,22800,96.86
24/10/2013,7175,1861,1936,2173.5,22875,97.11
25/10/2013,7185,1881,1955,2205,23200,97.85
28/10/2013,7190,1895,1968,2213,23175,98.68
29/10/2013,7200,1883,1968,2205,23170,98.2
30/10/2013,7290,1893,1969,2209,23125,96.77
31/10/2013,7249,1859,1952,2184,22875,96.38
01/11/2013,7245,1843,1940,2187,22800,94.61
04/11/2013,7149,1822,1924,2159,22705,94.62
05/11/2013,7161,1818,1922.5,2156,22995,93.37
06/11/2013,7115,1822,1913,2160,22825,94.8
07/11/2013,7145,1821,1900.5,2145,22695,94.2
08/11/2013,7167.5,1815,1904,2140,22850,94.6
11/11/2013,7173,1809,1895,2127.5,22945,95.14
12/11/2013,7120,1800,1885,2107,22700,93.04
13/11/2013,6980,1795,1886,2098,22825,93.88
14/11/2013,6992,1791,1886,2095.5,23000,93.76
15/11/2013,7010,1791,1899,2096,23025,93.84
18/11/2013,6975,1783,1885,2081,22750,93.03
19/11/2013,6970,1794,1896,2090,22800,93.34
20/11/2013,6996,1781,1890,2097,22800,93.33
21/11/2013,7020,1785,1889,2088,22945,95.44
22/11/2013,7095,1782,1909,2107,22850,94.84
25/11/2013,7099,1774.5,1903,2087.5,22940,94.09
26/11/2013,7065,1773,1886,2096,22900,93.68
27/11/2013,7020,1757,1872.5,2075.5,22575,92.3
28/11/2013,7020,1754,1869,2066.5,22525,92.3
29/11/2013,7055,1755,1887,2080,22800,92.72
02/12/2013,6975,1742.5,1877,2067,22500,93.82
03/12/2013,6960,1739,1875,2064,22450,96.04
04/12/2013,7095,1772,1895,2085,22725,97.2
05/12/2013,7069,1758,1897,2085,22975,97.38
06/12/2013,7122,1779,1905,2093.5,23150,97.65
09/12/2013,7135,1793,1918,2110,23250,97.34
10/12/2013,7159,1803,1950,2122,22450,98.51
